athlete_id,session_id,sensor_id,timestamp_s,distance_cm,time_to_wall_s,speed_mps,pace_s_per_25m,th_early_cm,th_urgent_cm,th_safety_cm,safe_class,optimal_threshold_cm
A005,S004,SENS04,175,1620.3,11.62,1.394,17.93,201.1,120.2,67.8,Safe,95.4
A005,S004,SENS04,176,1473.6,10.19,1.446,17.29,192.6,126.1,78.4,Safe,102.8
A005,S004,SENS04,177,1321.7,8.6,1.536,16.27,186.3,138.6,74.4,Safe,108.7
A005,S004,SENS04,178,1178.3,8.02,1.469,17.02,188.7,138.4,69.1,Safe,104.5
A005,S004,SENS04,179,1030.5,7.03,1.465,17.06,188.0,143.3,73.6,Safe,106.9
A005,S004,SENS04,180,869.8,5.66,1.536,16.28,188.8,127.2,79.4,Safe,103.5
A005,S004,SENS04,181,729.7,4.99,1.462,17.09,208.5,132.1,55.4,Safe,94.7
A005,S004,SENS04,182,576.9,3.93,1.467,17.04,211.4,129.8,65.7,Safe,96.6
A005,S004,SENS04,183,434.1,3.1,1.4,17.86,194.0,130.0,76.3,Safe,100.6
A005,S004,SENS04,184,295.8,2.08,1.424,17.56,205.2,141.0,63.6,Safe,104.0
A005,S004,SENS04,185,151.8,1.05,1.44,17.36,207.0,112.8,64.4,Warning,87.8
A005,S004,SENS04,186,13.8,0.1,1.439,17.37,190.8,112.8,58.2,Urgent,85.7
A005,S004,SENS04,187,2358.5,15.27,1.544,16.19,208.1,144.1,55.0,Safe,96.0
A005,S004,SENS04,188,2219.8,15.33,1.448,17.27,212.3,113.4,57.9,Safe,85.9
A005,S004,SENS04,189,2078.9,14.04,1.481,16.89,186.1,110.5,60.8,Safe,85.8
A005,S004,SENS04,190,1927.6,13.03,1.479,16.9,189.2,111.3,57.0,Safe,84.4
A005,S004,SENS04,191,1779.5,11.97,1.487,16.82,187.4,139.8,74.2,Safe,106.5
A005,S004,SENS04,192,1630.0,11.06,1.474,16.96,193.5,141.6,59.6,Safe,97.8
A005,S004,SENS04,193,1485.9,10.58,1.405,17.8,195.6,112.9,69.3,Safe,88.1
A005,S004,SENS04,194,1350.6,10.16,1.329,18.81,213.8,111.9,60.5,Safe,88.3
A005,S004,SENS04,195,1200.4,8.36,1.436,17.41,186.1,144.5,76.1,Safe,109.1
A005,S004,SENS04,196,1055.4,7.35,1.436,17.4,214.4,136.4,72.8,Safe,105.2
A005,S004,SENS04,197,903.9,6.24,1.448,17.27,191.2,133.8,58.5,Safe,94.9
A005,S004,SENS04,198,756.3,4.95,1.529,16.35,191.8,136.6,61.0,Safe,100.3
A005,S004,SENS04,199,621.3,4.45,1.395,17.92,214.6,129.6,59.2,Safe,93.8
A005,S004,SENS04,200,478.3,3.38,1.414,17.69,186.2,140.2,72.6,Safe,104.4
A005,S004,SENS04,201,332.4,2.17,1.533,16.31,194.8,129.2,55.1,Safe,87.4
A005,S004,SENS04,202,180.4,1.2,1.501,16.65,204.9,144.1,58.8,Warning,103.1
A005,S004,SENS04,203,33.5,0.22,1.517,16.48,204.8,123.9,55.4,Urgent,88.7
A005,S004,SENS04,204,2389.7,16.9,1.414,17.68,197.3,132.7,74.7,Safe,102.3
A005,S004,SENS04,205,2231.8,14.76,1.512,16.54,191.9,116.0,79.6,Safe,96.4
A005,S004,SENS04,206,2082.0,14.35,1.451,17.23,207.6,115.3,67.2,Safe,93.9
A005,S004,SENS04,207,1941.7,13.19,1.472,16.98,201.3,138.6,55.6,Safe,97.6
A005,S004,SENS04,208,1803.9,12.58,1.434,17.43,210.4,123.2,56.0,Safe,90.4
A005,S004,SENS04,209,1650.5,11.3,1.461,17.11,192.2,117.2,74.6,Safe,94.5
A005,S004,SENS04,210,1502.5,10.34,1.454,17.2,200.3,143.7,58.1,Safe,102.7
A005,S004,SENS04,211,1364.7,10.09,1.353,18.48,212.4,123.5,60.9,Safe,92.5
A005,S004,SENS04,212,1232.4,9.38,1.314,19.02,186.8,122.0,69.2,Safe,95.7
A005,S004,SENS04,213,1082.8,7.38,1.467,17.04,186.1,137.0,76.8,Safe,104.5
A005,S004,SENS04,214,935.8,6.37,1.47,17.01,197.1,133.2,65.0,Safe,100.2
A005,S004,SENS04,215,793.9,5.47,1.451,17.22,203.4,114.1,71.5,Safe,93.4
A005,S004,SENS04,216,655.5,4.65,1.409,17.75,188.6,138.4,68.4,Safe,103.8
A005,S004,SENS04,217,516.4,3.63,1.423,17.57,194.3,128.1,72.4,Safe,101.2
A005,S004,SENS04,218,380.6,2.84,1.339,18.67,188.2,115.1,67.2,Safe,89.9
A005,S004,SENS04,219,242.8,1.74,1.396,17.91,204.1,136.4,69.9,Safe,102.4
A005,S004,SENS04,220,98.4,0.7,1.409,17.75,192.0,117.9,78.5,Urgent,98.6
A005,S004,SENS04,221,2454.0,17.21,1.426,17.53,186.0,110.4,70.7,Safe,89.9
A005,S004,SENS04,222,2306.9,15.88,1.453,17.21,211.2,121.8,60.9,Safe,91.0
A005,S004,SENS04,223,2154.8,13.85,1.556,16.07,208.4,115.1,70.0,Safe,91.9
A005,S004,SENS04,224,2016.6,14.78,1.364,18.33,204.9,126.9,74.0,Safe,104.4
A005,S004,SENS04,225,1855.1,12.04,1.541,16.22,193.7,118.8,56.4,Safe,87.0
A005,S004,SENS04,226,1706.5,11.9,1.433,17.44,206.9,138.3,76.9,Safe,107.9
A005,S004,SENS04,227,1574.9,11.72,1.344,18.6,208.5,133.8,62.4,Safe,98.4
A005,S004,SENS04,228,1436.8,10.24,1.403,17.81,211.7,136.4,59.2,Safe,96.2
A005,S004,SENS04,229,1287.2,8.89,1.448,17.26,191.1,124.2,79.6,Safe,103.6
A005,S004,SENS04,230,1144.3,8.09,1.415,17.67,203.1,143.6,68.9,Safe,107.6
A005,S004,SENS04,231,990.1,6.73,1.47,17.01,201.9,111.1,59.3,Safe,87.7
A005,S004,SENS04,232,860.0,6.47,1.329,18.82,200.6,124.2,66.6,Safe,95.3
A005,S004,SENS04,233,715.2,5.1,1.403,17.81,203.0,110.7,69.8,Safe,91.8
A005,S004,SENS04,234,580.4,4.38,1.324,18.89,198.8,138.6,69.3,Safe,104.8
A005,S004,SENS04,235,442.6,3.12,1.417,17.64,206.2,143.7,55.9,Safe,100.2
A005,S004,SENS04,236,297.2,2.1,1.412,17.7,212.0,117.8,64.4,Safe,90.5
A005,S004,SENS04,237,147.7,1.0,1.47,17.01,207.6,115.0,72.5,Warning,93.9
A005,S004,SENS04,238,7.1,0.05,1.407,17.77,203.8,142.5,58.6,Urgent,98.3
A005,S004,SENS04,239,2355.7,15.63,1.507,16.59,195.9,134.6,60.3,Safe,98.9
A005,S004,SENS04,240,2209.2,15.56,1.42,17.6,214.2,137.6,59.2,Safe,97.0
A005,S004,SENS04,241,2062.3,14.14,1.458,17.15,203.8,142.0,66.1,Safe,105.5
A005,S004,SENS04,242,1918.3,13.76,1.394,17.94,193.2,119.5,62.6,Safe,90.1
A005,S004,SENS04,243,1774.6,12.22,1.452,17.22,207.4,138.8,70.3,Safe,103.9
A005,S004,SENS04,244,1635.2,11.26,1.452,17.21,198.3,118.4,55.1,Safe,86.6
A005,S004,SENS04,245,1496.0,10.98,1.362,18.36,191.1,129.1,65.8,Safe,98.3
A005,S004,SENS04,246,1363.9,10.84,1.258,19.87,201.2,119.4,68.7,Safe,95.4
A005,S004,SENS04,247,1222.0,8.88,1.376,18.17,185.3,120.0,71.1,Safe,96.4
A005,S004,SENS04,248,1079.0,7.54,1.432,17.46,208.6,139.1,57.1,Safe,96.3
A005,S004,SENS04,249,936.6,6.77,1.384,18.06,188.8,129.7,62.5,Safe,94.9
A005,S004,SENS04,250,789.5,5.38,1.467,17.04,204.0,128.7,68.1,Safe,94.8
A005,S004,SENS04,251,649.3,4.65,1.397,17.89,209.1,133.2,55.8,Safe,93.0
A005,S004,SENS04,252,504.2,3.64,1.384,18.06,209.1,141.4,61.6,Safe,103.5
A005,S004,SENS04,253,358.4,2.46,1.459,17.13,203.5,131.4,59.5,Safe,99.0
A005,S004,SENS04,254,222.8,1.64,1.36,18.38,207.4,133.0,67.3,Safe,99.1
A005,S004,SENS04,255,66.8,0.45,1.489,16.79,202.7,140.2,65.9,Urgent,100.8
A005,S004,SENS04,256,2433.8,18.51,1.315,19.01,194.2,127.8,79.9,Safe,102.7
A005,S004,SENS04,257,2287.9,16.29,1.404,17.8,191.0,139.6,70.5,Safe,106.5
A005,S004,SENS04,258,2141.1,14.85,1.442,17.33,194.1,126.7,72.5,Safe,98.5
A005,S004,SENS04,259,1998.2,14.26,1.401,17.84,195.2,143.0,76.1,Safe,109.4
A005,S004,SENS04,260,1849.5,12.82,1.443,17.33,186.4,123.1,70.8,Safe,99.0
A005,S004,SENS04,261,1711.3,12.42,1.378,18.14,197.5,128.0,60.2,Safe,93.1
A005,S004,SENS04,262,1579.8,11.64,1.358,18.41,201.3,144.0,68.0,Safe,104.0
A005,S004,SENS04,263,1433.6,9.93,1.444,17.31,198.0,132.2,72.4,Safe,104.9
A005,S004,SENS04,264,1291.3,9.01,1.433,17.44,208.4,143.2,78.8,Safe,112.7
A005,S004,SENS04,265,1155.8,8.39,1.377,18.16,191.6,132.2,67.6,Safe,101.9
A005,S004,SENS04,266,1015.0,7.09,1.432,17.45,189.3,120.2,65.5,Safe,91.9
A005,S004,SENS04,267,879.8,6.58,1.336,18.71,210.6,121.2,68.1,Safe,92.8
A005,S004,SENS04,268,744.0,5.25,1.418,17.63,202.6,136.5,58.4,Safe,94.2
A005,S004,SENS04,269,603.6,4.5,1.342,18.63,197.6,130.7,73.9,Safe,103.4
A005,S004,SENS04,270,475.7,3.6,1.321,18.93,212.6,133.4,75.4,Safe,103.0
A005,S004,SENS04,271,327.9,2.28,1.441,17.35,188.5,114.4,56.0,Safe,82.0
A005,S004,SENS04,272,180.9,1.24,1.453,17.2,205.9,132.3,73.5,Warning,102.7
A005,S004,SENS04,273,43.8,0.32,1.383,18.07,207.6,123.4,64.3,Urgent,97.9
A005,S004,SENS04,274,2405.2,16.73,1.437,17.39,210.6,123.2,71.7,Safe,97.5
A005,S004,SENS04,275,2267.9,16.65,1.362,18.35,209.4,137.6,74.6,Safe,107.0
A005,S004,SENS04,276,2129.7,15.69,1.357,18.42,214.8,126.0,66.3,Safe,96.4
A005,S004,SENS04,277,1985.8,13.8,1.439,17.37,191.3,131.3,67.4,Safe,100.4
A005,S004,SENS04,278,1839.6,13.01,1.414,17.68,207.2,139.3,66.0,Safe,101.4
A005,S004,SENS04,279,1708.4,12.72,1.343,18.61,192.5,130.3,71.6,Safe,101.5
A005,S004,SENS04,280,1564.7,11.0,1.422,17.58,203.4,128.3,79.5,Safe,99.5
A005,S004,SENS04,281,1421.3,10.01,1.42,17.6,187.3,131.3,68.3,Safe,103.1
A005,S004,SENS04,282,1273.7,8.96,1.422,17.59,198.6,135.2,72.5,Safe,103.6
A005,S004,SENS04,283,1132.8,8.41,1.347,18.56,204.5,143.4,66.2,Safe,105.8
A005,S004,SENS04,284,996.2,7.04,1.416,17.66,213.2,144.7,63.9,Safe,105.5
A005,S004,SENS04,285,863.5,6.23,1.386,18.04,186.6,131.2,77.7,Safe,104.9
A005,S004,SENS04,286,732.7,5.75,1.275,19.61,211.3,130.3,66.0,Safe,97.4
A005,S004,SENS04,287,596.7,4.18,1.429,17.5,190.8,114.5,68.6,Safe,91.0
A005,S004,SENS04,288,463.6,3.36,1.378,18.15,187.6,112.3,68.2,Safe,87.7
A005,S004,SENS04,289,332.3,2.41,1.379,18.13,212.4,137.9,59.9,Safe,98.8
A005,S004,SENS04,290,179.1,1.18,1.521,16.44,186.7,114.9,73.5,Warning,92.7
A005,S004,SENS04,291,47.9,0.35,1.353,18.47,214.7,130.5,73.4,Urgent,101.6
A005,S004,SENS04,292,2407.2,16.8,1.432,17.45,187.6,127.9,64.8,Safe,96.0
A005,S004,SENS04,293,2267.6,16.55,1.37,18.25,185.7,132.6,72.4,Safe,102.6
A005,S004,SENS04,294,2113.6,14.39,1.469,17.02,212.2,127.8,77.9,Safe,104.2
A005,S004,SENS04,295,1968.3,14.11,1.395,17.92,191.4,118.2,57.1,Safe,88.0
A005,S004,SENS04,296,1832.9,13.29,1.379,18.13,201.4,144.2,73.4,Safe,107.8
A005,S004,SENS04,297,1683.1,11.68,1.441,17.35,194.2,127.0,77.9,Safe,100.5
A005,S004,SENS04,298,1535.0,10.73,1.43,17.48,189.7,126.9,61.4,Safe,95.0
A005,S004,SENS04,299,1392.6,9.55,1.459,17.14,196.5,141.8,63.0,Safe,106.7
A005,S004,SENS04,300,1241.0,8.58,1.446,17.29,189.7,130.3,64.8,Safe,99.9
A005,S004,SENS04,301,1101.1,7.89,1.396,17.91,213.9,139.0,59.1,Safe,98.2
A005,S005,SENS01,1,2363.6,16.62,1.422,17.58,200.2,131.0,71.3,Safe,100.0
A005,S005,SENS01,2,2212.4,15.32,1.444,17.31,209.9,110.7,64.9,Safe,87.8
A005,S005,SENS01,3,2070.5,14.92,1.388,18.01,198.1,138.2,61.3,Safe,100.2
A005,S005,SENS01,4,1933.8,14.38,1.345,18.59,214.2,119.2,58.9,Safe,92.5
A005,S005,SENS01,5,1786.0,11.86,1.506,16.6,186.3,130.3,64.1,Safe,98.7
A005,S005,SENS01,6,1654.2,12.17,1.359,18.4,187.0,111.5,61.6,Safe,89.2
A005,S005,SENS01,7,1513.0,11.08,1.366,18.3,199.3,118.6,65.6,Safe,95.6
A005,S005,SENS01,8,1371.9,9.63,1.425,17.54,191.3,139.6,63.6,Safe,101.6
A005,S005,SENS01,9,1241.4,9.08,1.367,18.28,192.4,134.7,58.7,Safe,96.0
A005,S005,SENS01,10,1099.3,8.0,1.374,18.2,201.4,142.0,71.9,Safe,104.0
A005,S005,SENS01,11,944.4,6.36,1.485,16.84,192.1,124.5,69.2,Safe,98.3
A005,S005,SENS01,12,803.4,5.64,1.424,17.56,197.6,110.8,71.2,Safe,90.5
A005,S005,SENS01,13,671.8,5.06,1.327,18.84,195.5,115.6,62.4,Safe,87.3
A005,S005,SENS01,14,539.8,3.89,1.386,18.04,200.2,128.0,64.8,Safe,95.1
A005,S005,SENS01,15,403.4,2.89,1.397,17.9,194.6,113.7,72.0,Safe,93.6
A005,S005,SENS01,16,257.0,1.77,1.449,17.25,209.2,115.0,74.2,Safe,95.9
A005,S005,SENS01,17,122.0,0.86,1.417,17.64,206.6,123.9,64.1,Warning,93.2
A005,S005,SENS01,18,2482.3,18.06,1.375,18.18,207.4,113.0,78.0,Safe,94.7
A005,S005,SENS01,19,2345.7,16.5,1.422,17.58,186.2,136.4,68.7,Safe,100.6
A005,S005,SENS01,20,2202.7,15.56,1.415,17.66,196.1,116.6,55.4,Safe,85.4
A005,S005,SENS01,21,2055.5,14.59,1.409,17.74,210.7,120.5,79.1,Safe,99.8
A005,S005,SENS01,22,1903.6,13.06,1.457,17.15,208.2,125.2,57.4,Safe,88.3
A005,S005,SENS01,23,1753.6,12.2,1.437,17.39,211.9,126.5,66.3,Safe,95.4
A005,S005,SENS01,24,1609.6,11.1,1.45,17.24,201.7,126.0,65.7,Safe,95.2
A005,S005,SENS01,25,1468.2,10.7,1.372,18.22,198.1,140.9,59.2,Safe,100.5
A005,S005,SENS01,26,1333.9,9.72,1.373,18.21,192.9,141.5,62.5,Safe,103.9
A005,S005,SENS01,27,1191.0,8.48,1.404,17.8,209.8,119.9,67.8,Safe,91.3
A005,S005,SENS01,28,1058.0,7.87,1.344,18.6,214.2,119.0,59.5,Safe,91.2
A005,S005,SENS01,29,922.3,6.58,1.401,17.84,188.5,129.5,69.1,Safe,101.0
A005,S005,SENS01,30,794.6,5.96,1.334,18.74,189.9,121.4,76.2,Safe,103.5
A005,S005,SENS01,31,649.7,4.5,1.444,17.32,210.2,139.8,60.5,Safe,103.2
A005,S005,SENS01,32,491.3,3.21,1.532,16.32,198.8,112.9,67.3,Safe,88.9
A005,S005,SENS01,33,345.7,2.47,1.399,17.87,193.9,124.7,55.4,Safe,89.8
A005,S005,SENS01,34,210.1,1.48,1.419,17.62,201.0,118.4,78.6,Safe,95.9
A005,S005,SENS01,35,71.7,0.51,1.402,17.84,204.3,117.8,68.7,Urgent,93.6
A005,S005,SENS01,36,2431.7,17.57,1.384,18.06,187.9,132.3,63.3,Safe,97.3
A005,S005,SENS01,37,2293.7,16.15,1.42,17.6,190.1,123.1,60.6,Safe,93.3
A005,S005,SENS01,38,2146.1,15.15,1.416,17.65,199.8,116.9,79.2,Safe,98.6
A005,S005,SENS01,39,1993.2,13.51,1.475,16.95,210.3,140.6,78.0,Safe,108.7
A005,S005,SENS01,40,1855.0,13.4,1.384,18.06,189.2,122.8,75.1,Safe,97.6
A005,S005,SENS01,41,1708.6,11.88,1.439,17.38,198.9,137.2,71.0,Safe,101.2
A005,S005,SENS01,42,1568.9,11.18,1.403,17.82,206.3,139.8,69.8,Safe,103.3
A005,S005,SENS01,43,1429.4,10.67,1.34,18.66,195.5,122.4,63.6,Safe,94.3
A005,S005,SENS01,44,1276.5,8.51,1.499,16.67,214.2,130.0,55.6,Safe,93.8
A005,S005,SENS01,45,1131.9,7.54,1.501,16.65,187.6,125.2,58.6,Safe,91.5
A005,S005,SENS01,46,991.3,7.02,1.412,17.7,208.3,123.0,69.8,Safe,94.5
A005,S005,SENS01,47,857.8,6.25,1.372,18.22,210.0,129.8,55.6,Safe,88.7
A005,S005,SENS01,48,715.0,5.11,1.398,17.88,203.6,121.8,62.9,Safe,94.1
A005,S005,SENS01,49,575.5,4.16,1.382,18.09,186.5,143.3,78.0,Safe,108.5
A005,S005,SENS01,50,437.5,3.06,1.429,17.49,206.9,140.4,67.7,Safe,103.6
A005,S005,SENS01,51,300.9,2.22,1.358,18.41,186.3,111.3,63.6,Safe,86.5
A005,S005,SENS01,52,165.4,1.23,1.344,18.59,212.1,121.3,73.8,Warning,100.6
A005,S005,SENS01,53,15.2,0.1,1.457,17.16,197.7,140.8,64.8,Urgent,101.4
A005,S005,SENS01,54,2382.2,18.21,1.308,19.11,206.0,113.1,61.8,Safe,86.6
A005,S005,SENS01,55,2246.9,15.98,1.406,17.78,202.2,111.9,64.3,Safe,89.0
A005,S005,SENS01,56,2120.8,16.12,1.315,19.0,209.0,119.7,75.0,Safe,96.2
A005,S005,SENS01,57,1973.8,14.02,1.408,17.76,186.8,117.2,74.5,Safe,95.6
A005,S005,SENS01,58,1835.0,13.47,1.362,18.36,208.8,123.1,60.2,Safe,89.5
A005,S005,SENS01,59,1688.8,11.57,1.46,17.12,185.2,115.4,67.9,Safe,91.8
A005,S005,SENS01,60,1547.9,11.0,1.408,17.76,208.4,126.1,59.8,Safe,93.5
A005,S005,SENS01,61,1408.0,9.99,1.41,17.73,204.4,113.3,63.8,Safe,88.6
A005,S005,SENS01,62,1264.3,9.16,1.381,18.11,201.9,144.1,57.5,Safe,102.8
A005,S005,SENS01,63,1117.6,7.63,1.464,17.07,194.8,139.9,70.1,Safe,103.8
A005,S005,SENS01,64,976.9,6.68,1.463,17.09,208.1,119.2,64.6,Safe,92.7
A005,S005,SENS01,65,836.3,5.93,1.411,17.72,212.8,115.4,57.4,Safe,86.4
A005,S005,SENS01,66,698.7,4.93,1.417,17.65,196.8,137.5,63.1,Safe,101.7
A005,S005,SENS01,67,564.9,4.08,1.385,18.05,185.3,131.3,57.9,Safe,92.8
A005,S005,SENS01,68,426.4,2.98,1.43,17.48,199.5,130.3,65.2,Safe,99.0
A005,S005,SENS01,69,286.0,2.01,1.426,17.53,192.0,144.0,72.2,Safe,105.1
A005,S005,SENS01,70,136.2,0.96,1.426,17.53,201.5,131.9,64.9,Warning,98.9
A005,S005,SENS01,71,2494.2,18.04,1.383,18.08,205.5,118.4,63.5,Safe,91.4
A005,S005,SENS01,72,2348.8,15.85,1.482,16.87,197.2,133.1,74.9,Safe,102.2
A005,S005,SENS01,73,2208.4,15.87,1.391,17.97,208.4,135.9,66.7,Safe,102.1
A005,S005,SENS01,74,2083.9,15.99,1.304,19.18,209.3,138.9,77.3,Safe,105.8
A005,S005,SENS01,75,1945.5,13.85,1.404,17.8,201.1,113.6,60.2,Safe,87.9
A005,S005,SENS01,76,1792.5,11.83,1.515,16.51,210.9,120.2,56.0,Safe,86.3
A005,S005,SENS01,77,1649.0,11.42,1.444,17.31,192.9,127.4,74.6,Safe,100.8
A005,S005,SENS01,78,1509.3,10.94,1.38,18.12,210.3,141.9,71.5,Safe,105.8
A005,S005,SENS01,79,1365.3,9.13,1.495,16.72,188.3,133.2,77.1,Safe,105.5
A005,S005,SENS01,80,1205.2,7.89,1.528,16.37,190.8,131.3,62.5,Safe,95.7
A005,S005,SENS01,81,1075.0,8.09,1.328,18.82,212.3,111.7,69.2,Safe,89.9
A005,S005,SENS01,82,947.3,7.17,1.322,18.91,190.3,116.0,69.3,Safe,90.1
A005,S005,SENS01,83,803.1,5.73,1.402,17.83,194.2,118.5,57.4,Safe,86.8
A005,S005,SENS01,84,667.0,4.82,1.384,18.07,191.7,140.1,62.2,Safe,103.3
A005,S005,SENS01,85,529.2,3.85,1.373,18.21,191.8,125.2,56.5,Safe,87.7
A005,S005,SENS01,86,400.0,2.97,1.346,18.58,192.6,116.2,78.3,Safe,98.8
A005,S005,SENS01,87,271.7,2.15,1.264,19.78,185.9,110.4,62.2,Safe,85.4
A005,S005,SENS01,88,138.3,1.0,1.377,18.15,207.0,125.6,71.9,Warning,98.4
A005,S005,SENS01,89,0.6,0.0,1.379,18.12,210.9,129.9,67.8,Urgent,101.6
A005,S005,SENS01,90,2365.3,16.62,1.423,17.57,192.9,129.5,72.8,Safe,101.1
A005,S005,SENS01,91,2231.1,16.7,1.336,18.71,206.9,116.2,79.8,Safe,97.1
A005,S005,SENS01,92,2086.5,14.7,1.42,17.61,205.6,133.2,72.2,Safe,102.1
A005,S005,SENS01,93,1953.6,14.25,1.371,18.24,197.1,124.9,64.4,Safe,99.1
A005,S005,SENS01,94,1807.2,12.73,1.419,17.62,214.6,140.1,67.3,Safe,103.2
A005,S005,SENS01,95,1664.2,11.75,1.417,17.65,189.9,144.1,56.3,Safe,100.8
A005,S005,SENS01,96,1524.0,11.4,1.337,18.7,204.0,118.9,76.3,Safe,96.7
A005,S005,SENS01,97,1380.3,10.02,1.377,18.15,200.0,111.5,77.5,Safe,91.6
A005,S005,SENS01,98,1233.2,8.68,1.421,17.6,207.0,137.9,69.4,Safe,102.8
A005,S005,SENS01,99,1099.9,7.99,1.377,18.15,200.6,130.4,72.9,Safe,99.2
A005,S005,SENS01,100,967.4,7.05,1.372,18.22,194.8,143.1,60.6,Safe,100.3
A005,S005,SENS01,101,825.4,5.93,1.393,17.95,211.1,133.7,70.0,Safe,104.8
A005,S005,SENS01,102,679.5,4.77,1.425,17.54,207.9,110.6,79.3,Safe,95.6
A005,S005,SENS01,103,549.6,4.05,1.356,18.44,195.3,122.5,69.4,Safe,96.2
A005,S005,SENS01,104,409.1,2.93,1.394,17.93,213.0,136.9,61.8,Safe,99.9
A005,S005,SENS01,105,266.9,1.85,1.442,17.34,198.1,135.8,79.7,Safe,108.5
A005,S005,SENS01,106,124.9,0.86,1.451,17.24,189.4,133.2,71.5,Warning,103.9
A005,S005,SENS01,107,2472.4,16.05,1.54,16.23,213.5,125.6,69.2,Safe,96.7
A005,S005,SENS01,108,2326.5,16.51,1.409,17.74,207.9,139.3,78.2,Safe,103.8
A005,S005,SENS01,109,2188.7,15.66,1.398,17.89,199.0,128.0,71.5,Safe,101.9
A005,S005,SENS01,110,2049.1,15.36,1.334,18.74,198.1,116.0,73.3,Safe,93.5
A005,S005,SENS01,111,1920.2,14.31,1.342,18.63,211.6,129.6,62.9,Safe,96.4
A005,S005,SENS01,112,1776.9,12.5,1.422,17.59,211.8,140.1,66.7,Safe,102.2
A005,S005,SENS01,113,1646.7,12.54,1.313,19.04,211.9,128.6,66.7,Safe,98.8
A005,S005,SENS01,114,1520.8,11.52,1.32,18.94,192.9,132.4,73.3,Safe,105.9
A005,S005,SENS01,115,1377.8,9.56,1.441,17.35,198.3,127.1,74.7,Safe,109.0
A005,S005,SENS01,116,1244.9,9.2,1.353,18.48,210.9,134.2,57.3,Safe,96.3
A005,S005,SENS01,117,1113.7,8.16,1.366,18.31,200.8,130.9,78.2,Safe,104.9
A005,S005,SENS01,118,978.7,6.9,1.419,17.62,205.7,124.2,55.6,Safe,91.8
A005,S005,SENS01,119,848.7,6.63,1.28,19.54,212.7,142.1,57.3,Safe,102.9
A005,S005,SENS01,120,719.4,5.39,1.335,18.72,185.6,114.4,66.4,Safe,91.8
A005,S005,SENS01,121,583.5,4.46,1.307,19.12,209.8,134.0,74.7,Safe,105.9
A005,S005,SENS01,122,450.2,3.47,1.297,19.28,209.8,123.3,71.0,Safe,98.0
A005,S005,SENS01,123,314.7,2.29,1.372,18.22,197.9,129.0,58.9,Safe,94.0
A005,S005,SENS01,124,181.5,1.33,1.361,18.37,200.3,135.4,62.9,Warning,99.9
A005,S005,SENS01,125,50.0,0.38,1.3,19.22,195.0,124.3,66.9,Urgent,94.8
A005,S005,SENS01,126,2413.9,18.56,1.301,19.22,208.5,133.3,79.4,Safe,104.8
A005,S005,SENS01,127,2275.3,17.15,1.327,18.84,210.3,129.6,77.9,Safe,106.0
A005,S005,SENS01,128,2131.4,15.51,1.374,18.19,205.4,138.6,60.4,Safe,99.8
A005,S005,SENS01,129,2000.7,14.56,1.374,18.19,197.3,132.0,72.8,Safe,97.8
A005,S005,SENS01,130,1868.6,13.88,1.347,18.57,209.8,117.2,65.1,Safe,86.6
A005,S005,SENS01,131,1744.2,13.34,1.308,19.12,204.9,135.7,64.7,Safe,99.7
A005,S005,SENS01,132,1606.5,11.33,1.418,17.64,209.2,115.3,78.6,Safe,93.6
A005,S005,SENS01,133,1463.7,9.94,1.472,16.98,187.3,113.2,70.5,Safe,88.4
A005,S005,SENS01,134,1319.4,9.58,1.377,18.15,196.1,113.2,61.5,Safe,88.9
A005,S005,SENS01,135,1186.9,8.73,1.36,18.39,207.7,124.8,68.7,Safe,96.6
A005,S005,SENS01,136,1044.6,7.65,1.365,18.31,206.1,132.2,77.1,Safe,107.2
A005,S005,SENS01,137,918.2,6.97,1.318,18.97,196.9,130.8,77.7,Safe,107.1
A005,S005,SENS01,138,781.8,5.49,1.423,17.57,185.5,110.7,64.7,Safe,86.8
A005,S005,SENS01,139,649.6,4.94,1.316,19.0,193.4,138.3,60.8,Safe,99.8
A005,S005,SENS01,140,518.5,3.86,1.343,18.61,206.0,133.5,70.4,Safe,100.3
A005,S005,SENS01,141,379.7,2.79,1.363,18.34,199.7,123.8,71.3,Safe,98.0
A005,S005,SENS01,142,250.0,1.83,1.365,18.32,208.1,142.4,64.8,Safe,102.3
A005,S005,SENS01,143,122.0,0.91,1.34,18.65,202.0,115.5,73.6,Warning,97.3
A005,S005,SENS01,144,2491.9,19.74,1.262,19.8,187.8,141.6,79.9,Safe,108.1
A005,S005,SENS01,145,2366.4,18.54,1.276,19.59,185.9,121.9,57.0,Safe,92.2
A005,S005,SENS01,146,2229.3,16.37,1.362,18.35,190.5,125.5,73.7,Safe,98.7
A005,S005,SENS01,147,2096.7,15.27,1.373,18.21,203.4,113.9,74.6,Safe,97.0
A005,S005,SENS01,148,1956.5,14.65,1.336,18.72,200.1,131.2,55.4,Safe,94.7
A005,S005,SENS01,149,1811.4,12.89,1.406,17.79,209.7,121.9,72.8,Safe,97.6
A005,S005,SENS01,150,1692.3,13.8,1.226,20.39,190.5,141.9,78.5,Safe,107.5
A005,S005,SENS01,151,1549.2,11.3,1.371,18.24,206.3,139.0,74.5,Safe,105.9
A005,S005,SENS01,152,1405.4,9.91,1.419,17.62,211.0,138.7,75.6,Safe,107.5
A005,S005,SENS01,153,1260.0,8.37,1.505,16.61,202.1,128.5,65.0,Safe,94.5
