athlete_id,session_id,sensor_id,timestamp_s,body_roll_deg,pitch_deg,yaw_deg,stroke_rate_spm,lap_speed_mps,stroke_type,fatigue_level,movement_quality
A007,S003,SENS01,190,9.48,22.38,15.99,25.79,1.276,Butterfly,High,Bad
A007,S003,SENS01,191,-1.82,23.46,0.83,30.77,1.263,Butterfly,High,Bad
A007,S003,SENS01,192,11.7,17.07,7.33,29.04,1.322,Butterfly,High,Medium
A007,S003,SENS01,193,15.46,23.77,13.82,25.69,1.275,Butterfly,High,Bad
A007,S003,SENS01,194,5.97,13.58,5.18,30.72,1.242,Butterfly,High,Medium
A007,S003,SENS01,195,10.77,17.9,10.39,32.68,1.343,Butterfly,High,Medium
A007,S003,SENS01,196,-0.39,18.59,9.46,33.56,1.347,Butterfly,High,Medium
A007,S003,SENS01,197,2.94,23.35,5.1,31.48,1.252,Butterfly,High,Medium
A007,S003,SENS01,198,-2.8,17.24,11.63,31.92,1.25,Butterfly,High,Bad
A007,S003,SENS01,199,0.58,19.98,16.83,25.91,1.329,Butterfly,High,Medium
A007,S003,SENS01,200,7.08,26.34,3.49,29.75,1.304,Butterfly,High,Medium
A007,S003,SENS01,201,4.64,13.34,12.41,29.68,1.284,Butterfly,High,Medium
A007,S003,SENS01,202,0.77,21.51,6.13,29.83,1.312,Butterfly,High,Medium
A007,S003,SENS01,203,13.73,16.13,11.23,33.2,1.291,Butterfly,High,Bad
A007,S003,SENS01,204,3.96,15.88,11.42,28.99,1.33,Butterfly,High,Medium
A007,S003,SENS01,205,5.72,14.11,13.73,27.14,1.391,Butterfly,High,Medium
A007,S003,SENS01,206,6.81,16.84,0.98,27.97,1.302,Butterfly,High,Medium
A007,S003,SENS01,207,-0.38,19.72,5.62,29.33,1.396,Butterfly,High,Medium
A007,S003,SENS01,208,6.9,17.78,5.92,32.65,1.464,Butterfly,High,Good
A007,S003,SENS01,209,7.03,12.55,0.53,31.86,1.335,Butterfly,High,Bad
A007,S003,SENS01,210,6.77,18.17,1.18,29.38,1.302,Butterfly,High,Medium
A007,S003,SENS01,211,12.08,21.62,9.08,34.04,1.242,Butterfly,High,Medium
A007,S003,SENS01,212,4.07,27.41,14.86,28.76,1.307,Butterfly,High,Bad
A007,S003,SENS01,213,10.33,25.85,11.53,31.03,1.222,Butterfly,High,Bad
A007,S003,SENS01,214,5.42,22.65,8.33,32.24,1.342,Butterfly,High,Good
A007,S003,SENS01,215,1.61,23.98,12.87,30.47,1.295,Butterfly,High,Medium
A007,S003,SENS01,216,6.08,28.13,9.74,30.43,1.269,Butterfly,High,Medium
A007,S003,SENS01,217,9.34,18.46,6.4,30.33,1.329,Butterfly,High,Medium
A007,S003,SENS01,218,-1.23,24.02,14.59,31.77,1.357,Butterfly,High,Bad
A007,S003,SENS01,219,-3.08,12.32,5.55,31.31,1.247,Butterfly,High,Medium
A007,S003,SENS01,220,-12.07,19.75,9.14,31.82,1.327,Butterfly,High,Bad
A007,S003,SENS01,221,2.47,16.22,8.13,31.52,1.349,Butterfly,High,Medium
A007,S003,SENS01,222,3.95,20.32,-1.59,29.35,1.359,Butterfly,High,Medium
A007,S003,SENS01,223,0.1,24.57,6.8,27.36,1.294,Butterfly,High,Medium
A007,S003,SENS01,224,3.41,22.66,9.44,28.81,1.288,Butterfly,High,Good
A007,S003,SENS01,225,8.77,15.82,5.47,30.54,1.248,Butterfly,High,Medium
A007,S003,SENS01,226,-0.05,24.25,2.62,29.06,1.299,Butterfly,High,Bad
A007,S003,SENS01,227,6.86,14.14,-1.06,31.74,1.348,Butterfly,High,Bad
A007,S003,SENS01,228,5.71,16.75,17.25,32.62,1.229,Butterfly,High,Bad
A007,S003,SENS01,229,10.09,14.17,1.78,31.71,1.295,Butterfly,High,Bad
A007,S003,SENS01,230,5.28,25.11,7.91,29.16,1.292,Butterfly,High,Medium
A007,S003,SENS01,231,4.97,15.98,14.43,34.27,1.347,Butterfly,High,Medium
A007,S003,SENS01,232,-1.96,28.07,4.87,28.67,1.279,Butterfly,High,Bad
A007,S003,SENS01,233,11.58,26.12,15.45,31.37,1.336,Butterfly,High,Bad
A007,S003,SENS01,234,10.67,22.26,6.05,30.38,1.325,Butterfly,High,Medium
A007,S003,SENS01,235,3.98,18.63,14.77,32.44,1.369,Butterfly,High,Medium
A007,S003,SENS01,236,2.16,15.69,2.88,31.08,1.336,Butterfly,High,Medium
A007,S003,SENS01,237,2.05,17.07,9.48,27.84,1.415,Butterfly,High,Medium
A007,S003,SENS01,238,1.77,23.81,11.25,28.46,1.35,Butterfly,High,Medium
A007,S003,SENS01,239,6.15,20.49,13.59,29.58,1.314,Butterfly,High,Medium
A007,S003,SENS01,240,11.06,24.15,-2.02,29.75,1.333,Butterfly,High,Bad
A007,S003,SENS01,241,-14.18,21.68,8.24,30.03,1.31,Butterfly,High,Bad
A007,S003,SENS01,242,13.36,22.56,9.77,35.0,1.284,Butterfly,High,Medium
A007,S003,SENS01,243,5.12,13.14,8.98,29.52,1.351,Butterfly,High,Medium
A007,S003,SENS01,244,8.84,23.15,1.73,31.71,1.292,Butterfly,High,Medium
A007,S003,SENS01,245,8.38,24.49,5.92,31.56,1.366,Butterfly,High,Medium
A007,S003,SENS01,246,-2.63,19.2,0.78,33.77,1.248,Butterfly,High,Bad
A007,S003,SENS01,247,4.8,14.18,13.33,27.2,1.129,Butterfly,High,Medium
A007,S003,SENS01,248,-2.88,20.0,4.73,32.32,1.415,Butterfly,High,Medium
A007,S003,SENS01,249,-2.88,20.03,7.41,28.11,1.28,Butterfly,High,Medium
A007,S003,SENS01,250,4.86,18.64,6.19,27.27,1.374,Butterfly,High,Good
A007,S003,SENS01,251,0.22,22.95,9.28,30.88,1.347,Butterfly,High,Medium
A007,S003,SENS01,252,-1.75,21.81,7.53,31.92,1.351,Butterfly,High,Medium
A007,S003,SENS01,253,1.03,18.06,10.84,28.35,1.3,Butterfly,High,Medium
A007,S003,SENS01,254,-3.94,22.96,12.14,31.37,1.224,Butterfly,High,Bad
A007,S003,SENS01,255,3.67,18.88,9.96,32.64,1.344,Butterfly,High,Good
A007,S003,SENS01,256,3.87,22.31,8.43,32.52,1.264,Butterfly,High,Good
A007,S003,SENS01,257,1.91,12.75,7.58,32.01,1.391,Butterfly,High,Medium
A007,S003,SENS01,258,-2.93,19.03,4.07,31.49,1.254,Butterfly,High,Medium
A007,S003,SENS01,259,5.9,8.5,10.17,35.63,1.311,Butterfly,High,Bad
A007,S003,SENS01,260,12.71,17.77,1.34,32.21,1.391,Butterfly,High,Bad
A007,S003,SENS01,261,9.77,21.66,7.33,26.23,1.166,Butterfly,High,Medium
A007,S003,SENS01,262,3.86,24.91,13.18,27.93,1.264,Butterfly,High,Medium
A007,S003,SENS01,263,13.05,22.05,12.28,33.07,1.291,Butterfly,High,Bad
A007,S003,SENS01,264,9.15,12.97,-2.84,28.86,1.425,Butterfly,High,Bad
A007,S003,SENS01,265,4.15,19.78,7.0,30.1,1.313,Butterfly,High,Good
A007,S003,SENS01,266,10.36,18.87,10.45,31.69,1.335,Butterfly,High,Medium
A005,S004,SENS04,1,10.51,2.3,10.53,40.98,1.408,Freestyle,Low,Medium
A005,S004,SENS04,2,27.74,0.46,7.35,45.39,1.382,Freestyle,Low,Medium
A005,S004,SENS04,3,23.14,4.25,13.05,39.45,1.561,Freestyle,Low,Good
A005,S004,SENS04,4,34.03,5.5,12.66,40.68,1.485,Freestyle,Low,Medium
A005,S004,SENS04,5,29.0,5.36,9.43,39.72,1.476,Freestyle,Low,Good
A005,S004,SENS04,6,23.43,2.36,10.36,35.21,1.541,Freestyle,Low,Good
A005,S004,SENS04,7,24.72,0.77,9.93,42.85,1.581,Freestyle,Low,Medium
A005,S004,SENS04,8,21.4,5.77,6.81,38.61,1.577,Freestyle,Low,Good
A005,S004,SENS04,9,20.11,0.76,27.79,36.33,1.553,Freestyle,Low,Bad
A005,S004,SENS04,10,25.18,2.9,1.24,40.32,1.509,Freestyle,Low,Medium
A005,S004,SENS04,11,25.22,2.11,4.3,39.34,1.565,Freestyle,Low,Medium
A005,S004,SENS04,12,10.77,3.1,4.74,38.35,1.514,Freestyle,Low,Medium
A005,S004,SENS04,13,9.41,1.59,11.6,37.91,1.423,Freestyle,Low,Medium
A005,S004,SENS04,14,24.28,6.96,6.36,37.43,1.551,Freestyle,Low,Good
A005,S004,SENS04,15,20.67,9.84,1.68,42.75,1.502,Freestyle,Low,Medium
A005,S004,SENS04,16,28.24,8.28,8.97,37.36,1.473,Freestyle,Low,Medium
A005,S004,SENS04,17,28.93,9.48,12.15,41.81,1.536,Freestyle,Low,Medium
A005,S004,SENS04,18,21.94,10.27,5.77,39.13,1.463,Freestyle,Low,Medium
A005,S004,SENS04,19,15.64,10.32,1.88,40.27,1.536,Freestyle,Low,Bad
A005,S004,SENS04,20,27.56,5.63,7.9,39.8,1.513,Freestyle,Low,Good
A005,S004,SENS04,21,21.67,3.18,19.24,40.7,1.549,Freestyle,Low,Medium
A005,S004,SENS04,22,17.19,5.81,0.92,36.34,1.518,Freestyle,Low,Medium
A005,S004,SENS04,23,16.21,1.55,11.76,39.63,1.426,Freestyle,Low,Medium
A005,S004,SENS04,24,19.38,9.0,7.54,38.3,1.443,Freestyle,Low,Good
A005,S004,SENS04,25,24.45,4.44,9.71,42.81,1.547,Freestyle,Low,Good
A005,S004,SENS04,26,22.22,3.79,7.97,39.13,1.45,Freestyle,Low,Good
A005,S004,SENS04,27,16.5,1.88,2.95,42.32,1.553,Freestyle,Low,Medium
A005,S004,SENS04,28,11.78,11.86,18.12,40.61,1.485,Freestyle,Low,Bad
A005,S004,SENS04,29,19.13,7.06,9.47,43.69,1.474,Freestyle,Low,Good
A005,S004,SENS04,30,12.56,9.35,10.83,42.25,1.488,Freestyle,Low,Medium
A005,S004,SENS04,31,25.37,7.6,10.09,39.77,1.5,Freestyle,Low,Good
A005,S004,SENS04,32,16.98,4.32,5.66,44.97,1.52,Freestyle,Low,Good
A005,S004,SENS04,33,28.5,3.95,5.58,40.54,1.54,Freestyle,Low,Medium
A005,S004,SENS04,34,13.2,3.01,16.41,36.6,1.549,Freestyle,Low,Medium
A005,S004,SENS04,35,14.43,9.0,15.96,35.64,1.595,Freestyle,Low,Medium
A005,S004,SENS04,36,16.84,3.23,7.83,36.8,1.498,Freestyle,Low,Good
A005,S004,SENS04,37,22.31,0.19,-0.73,40.45,1.544,Freestyle,Low,Bad
A005,S004,SENS04,38,15.67,6.04,3.68,41.26,1.494,Freestyle,Low,Medium
A005,S004,SENS04,39,18.46,5.92,11.59,40.09,1.626,Freestyle,Low,Good
A005,S004,SENS04,40,21.06,3.47,2.16,39.89,1.5,Freestyle,Low,Medium
A005,S004,SENS04,41,12.81,4.12,4.96,42.2,1.468,Freestyle,Low,Medium
A005,S004,SENS04,42,18.95,2.98,17.32,42.65,1.441,Freestyle,Low,Medium
A005,S004,SENS04,43,29.66,3.07,17.17,46.1,1.465,Freestyle,Low,Bad
A005,S004,SENS04,44,24.09,7.69,5.1,40.87,1.519,Freestyle,Low,Medium
A005,S004,SENS04,45,17.34,6.53,10.2,41.23,1.608,Freestyle,Low,Good
A005,S004,SENS04,46,33.7,8.27,8.42,37.98,1.457,Freestyle,Low,Bad
A005,S004,SENS04,47,20.36,3.68,9.61,39.64,1.517,Freestyle,Low,Good
A005,S004,SENS04,48,28.62,4.58,19.84,42.32,1.445,Freestyle,Low,Bad
A005,S004,SENS04,49,27.12,7.38,18.48,38.86,1.433,Freestyle,Low,Bad
A005,S004,SENS04,50,23.73,4.27,5.03,38.11,1.472,Freestyle,Low,Good
A005,S004,SENS04,51,23.86,0.01,18.03,39.98,1.485,Freestyle,Low,Bad
A005,S004,SENS04,52,14.88,2.62,10.09,44.67,1.487,Freestyle,Low,Good
A005,S004,SENS04,53,20.66,1.0,5.61,42.12,1.509,Freestyle,Low,Medium
A005,S004,SENS04,54,25.4,6.61,17.66,38.59,1.473,Freestyle,Low,Medium
A005,S004,SENS04,55,14.95,5.52,15.3,39.26,1.5,Freestyle,Low,Good
A005,S004,SENS04,56,21.63,2.92,1.22,41.47,1.524,Freestyle,Low,Medium
A005,S004,SENS04,57,19.02,8.72,4.46,40.32,1.486,Freestyle,Low,Medium
A005,S004,SENS04,58,22.02,7.64,8.69,38.51,1.461,Freestyle,Low,Good
A005,S004,SENS04,59,22.45,4.55,7.43,36.67,1.464,Freestyle,Low,Good
A005,S004,SENS04,60,14.83,1.3,3.05,40.75,1.498,Freestyle,Low,Medium
A005,S004,SENS04,61,22.93,0.81,7.08,39.39,1.426,Freestyle,Low,Medium
A005,S004,SENS04,62,19.21,1.36,2.59,42.34,1.443,Freestyle,Low,Medium
A005,S004,SENS04,63,18.98,9.83,6.66,39.7,1.483,Freestyle,Low,Medium
A005,S004,SENS04,64,28.27,11.77,-3.08,42.61,1.552,Freestyle,Low,Bad
A005,S004,SENS04,65,20.62,9.25,5.57,40.19,1.573,Freestyle,Low,Medium
A005,S004,SENS04,66,20.87,8.57,22.12,44.96,1.422,Freestyle,Low,Bad
A005,S004,SENS04,67,18.51,6.09,10.51,42.7,1.474,Freestyle,Low,Good
A005,S004,SENS04,68,17.26,-0.85,9.86,37.78,1.456,Freestyle,Low,Medium
A005,S004,SENS04,69,15.03,2.68,14.13,41.82,1.594,Freestyle,Low,Medium
A005,S004,SENS04,70,13.98,5.61,11.0,40.18,1.473,Freestyle,Low,Good
A005,S004,SENS04,71,20.97,0.45,12.71,41.52,1.511,Freestyle,Low,Medium
A005,S004,SENS04,72,12.93,5.42,8.05,41.14,1.411,Freestyle,Low,Good
A005,S004,SENS04,73,22.01,2.75,17.35,40.23,1.521,Freestyle,Low,Medium
A005,S004,SENS04,74,14.09,6.09,12.87,37.04,1.512,Freestyle,Low,Good
A005,S004,SENS04,75,17.47,1.53,7.55,41.05,1.597,Freestyle,Low,Good
A005,S004,SENS04,76,22.19,8.83,19.68,42.76,1.516,Freestyle,Low,Medium
A005,S004,SENS04,77,26.23,3.93,9.44,42.25,1.549,Freestyle,Low,Good
A005,S004,SENS04,78,33.13,8.37,11.25,36.35,1.476,Freestyle,Low,Medium
A005,S004,SENS04,79,22.4,4.24,1.47,38.71,1.493,Freestyle,Low,Medium
A005,S004,SENS04,80,18.81,3.67,0.19,39.1,1.495,Freestyle,Low,Medium
A005,S004,SENS04,81,21.7,-0.66,3.27,35.07,1.553,Freestyle,Low,Medium
A005,S004,SENS04,82,32.87,6.99,9.43,41.6,1.452,Freestyle,Low,Medium
A005,S004,SENS04,83,16.99,5.14,16.98,40.29,1.471,Freestyle,Low,Good
A005,S004,SENS04,84,12.42,6.25,7.81,41.58,1.492,Freestyle,Low,Medium
A005,S004,SENS04,85,10.51,3.34,13.55,41.14,1.37,Freestyle,Low,Medium
A005,S004,SENS04,86,18.68,5.6,11.0,42.92,1.516,Freestyle,Low,Good
A005,S004,SENS04,87,13.06,4.78,10.46,37.67,1.524,Freestyle,Low,Good
A005,S004,SENS04,88,18.6,7.25,2.8,37.28,1.511,Freestyle,Low,Medium
A005,S004,SENS04,89,14.14,3.77,1.83,41.73,1.561,Freestyle,Low,Medium
A005,S004,SENS04,90,21.42,4.7,15.35,41.02,1.543,Freestyle,Low,Good
A005,S004,SENS04,91,17.79,3.93,19.57,39.18,1.407,Freestyle,Medium,Medium
A005,S004,SENS04,92,31.65,6.16,6.62,40.65,1.469,Freestyle,Medium,Medium
A005,S004,SENS04,93,12.25,7.06,6.79,39.09,1.41,Freestyle,Medium,Medium
A005,S004,SENS04,94,27.52,3.93,10.52,37.24,1.446,Freestyle,Medium,Good
A005,S004,SENS04,95,11.47,6.3,2.3,39.33,1.455,Freestyle,Medium,Medium
A005,S004,SENS04,96,15.77,0.5,9.77,39.23,1.464,Freestyle,Medium,Medium
A005,S004,SENS04,97,20.15,6.15,14.43,42.25,1.38,Freestyle,Medium,Good
A005,S004,SENS04,98,21.63,11.4,10.36,36.7,1.435,Freestyle,Medium,Medium
A005,S004,SENS04,99,21.01,3.59,16.35,40.79,1.456,Freestyle,Medium,Good
A005,S004,SENS04,100,25.37,7.93,10.22,39.53,1.472,Freestyle,Medium,Medium
A005,S004,SENS04,101,26.46,7.81,8.78,40.18,1.415,Freestyle,Medium,Medium
A005,S004,SENS04,102,20.77,5.9,6.18,41.07,1.46,Freestyle,Medium,Good
A005,S004,SENS04,103,19.42,5.88,9.47,38.62,1.434,Freestyle,Medium,Good
A005,S004,SENS04,104,29.11,2.33,10.72,39.75,1.35,Freestyle,Medium,Medium
A005,S004,SENS04,105,12.66,8.01,8.39,40.63,1.459,Freestyle,Medium,Medium
A005,S004,SENS04,106,16.83,11.66,9.51,43.14,1.452,Freestyle,Medium,Medium
A005,S004,SENS04,107,35.53,6.56,5.23,38.73,1.398,Freestyle,Medium,Bad
A005,S004,SENS04,108,15.88,6.67,17.62,37.14,1.416,Freestyle,Medium,Medium
A005,S004,SENS04,109,23.51,8.41,18.74,42.26,1.446,Freestyle,Medium,Medium
A005,S004,SENS04,110,16.32,1.61,12.15,38.64,1.477,Freestyle,Medium,Medium
A005,S004,SENS04,111,4.71,0.37,7.01,38.89,1.465,Freestyle,Medium,Bad
A005,S004,SENS04,112,28.37,12.88,12.68,39.71,1.357,Freestyle,Medium,Bad
A005,S004,SENS04,113,23.83,5.22,8.18,37.85,1.5,Freestyle,Medium,Good
A005,S004,SENS04,114,22.7,-0.08,10.91,39.22,1.423,Freestyle,Medium,Medium
A005,S004,SENS04,115,23.16,4.65,6.96,39.14,1.413,Freestyle,Medium,Good
A005,S004,SENS04,116,25.7,4.49,4.51,37.79,1.467,Freestyle,Medium,Medium
A005,S004,SENS04,117,9.45,10.0,15.18,37.81,1.526,Freestyle,Medium,Bad
A005,S004,SENS04,118,19.62,-1.03,16.74,39.87,1.469,Freestyle,Medium,Medium
A005,S004,SENS04,119,18.81,8.56,4.54,41.2,1.474,Freestyle,Medium,Medium
A005,S004,SENS04,120,10.18,-1.77,9.3,37.68,1.436,Freestyle,Medium,Bad
A005,S004,SENS04,121,25.88,2.23,12.48,37.02,1.324,Freestyle,Medium,Medium
A005,S004,SENS04,122,15.57,3.82,2.18,40.96,1.49,Freestyle,Medium,Medium
A005,S004,SENS04,123,27.98,3.47,13.68,40.81,1.393,Freestyle,Medium,Medium
A005,S004,SENS04,124,18.34,3.79,14.73,41.14,1.41,Freestyle,Medium,Good
A005,S004,SENS04,125,24.03,4.75,16.63,44.42,1.523,Freestyle,Medium,Good
A005,S004,SENS04,126,13.88,5.27,12.78,38.59,1.471,Freestyle,Medium,Good
A005,S004,SENS04,127,16.16,8.23,4.93,41.52,1.516,Freestyle,Medium,Medium
A005,S004,SENS04,128,16.18,0.35,16.29,40.61,1.45,Freestyle,Medium,Medium
A005,S004,SENS04,129,15.3,7.12,14.35,37.59,1.493,Freestyle,Medium,Medium
A005,S004,SENS04,130,9.23,3.09,9.7,39.18,1.486,Freestyle,Medium,Medium
A005,S004,SENS04,131,20.58,8.12,10.15,38.09,1.458,Freestyle,Medium,Good
A005,S004,SENS04,132,22.68,5.46,10.61,39.74,1.432,Freestyle,Medium,Good
A005,S004,SENS04,133,23.98,2.61,12.99,37.12,1.408,Freestyle,Medium,Medium
A005,S004,SENS04,134,23.89,-4.69,1.22,38.79,1.45,Freestyle,Medium,Bad
A005,S004,SENS04,135,21.05,3.27,10.23,39.1,1.445,Freestyle,Medium,Good
A005,S004,SENS04,136,24.56,7.89,7.73,41.91,1.473,Freestyle,Medium,Medium
A005,S004,SENS04,137,19.16,6.11,5.02,42.19,1.519,Freestyle,Medium,Good
A005,S004,SENS04,138,22.89,7.89,0.31,38.5,1.388,Freestyle,Medium,Medium
A005,S004,SENS04,139,22.26,0.85,10.1,38.56,1.463,Freestyle,Medium,Good
A005,S004,SENS04,140,22.47,6.43,11.44,39.81,1.393,Freestyle,Medium,Good
A005,S004,SENS04,141,15.24,1.34,17.08,37.54,1.441,Freestyle,Medium,Medium
A005,S004,SENS04,142,19.62,6.55,18.54,38.86,1.402,Freestyle,Medium,Medium
A005,S004,SENS04,143,19.05,4.28,7.63,36.95,1.467,Freestyle,Medium,Good
A005,S004,SENS04,144,15.62,6.03,9.65,40.26,1.475,Freestyle,Medium,Good
A005,S004,SENS04,145,25.99,2.76,15.32,37.36,1.452,Freestyle,Medium,Medium
A005,S004,SENS04,146,16.32,4.29,3.57,41.09,1.434,Freestyle,Medium,Medium
A005,S004,SENS04,147,14.07,2.92,7.85,43.05,1.436,Freestyle,Medium,Medium
A005,S004,SENS04,148,20.1,7.9,19.66,39.82,1.46,Freestyle,Medium,Medium
A005,S004,SENS04,149,14.72,7.08,9.72,38.91,1.497,Freestyle,Medium,Good
A005,S004,SENS04,150,15.94,4.18,5.66,40.85,1.482,Freestyle,Medium,Good
A005,S004,SENS04,151,26.55,9.61,14.46,40.79,1.496,Freestyle,Medium,Medium
A005,S004,SENS04,152,19.7,3.07,4.23,37.4,1.557,Freestyle,Medium,Good
A005,S004,SENS04,153,10.71,9.36,4.59,40.21,1.397,Freestyle,Medium,Bad
A005,S004,SENS04,154,12.86,7.29,9.09,37.75,1.491,Freestyle,Medium,Medium
A005,S004,SENS04,155,20.52,6.6,0.05,43.42,1.521,Freestyle,Medium,Medium
A005,S004,SENS04,156,27.35,12.35,9.08,39.13,1.453,Freestyle,Medium,Bad
A005,S004,SENS04,157,26.71,10.02,15.52,39.27,1.418,Freestyle,Medium,Bad
A005,S004,SENS04,158,15.72,2.43,12.09,41.21,1.44,Freestyle,Medium,Good
A005,S004,SENS04,159,14.51,8.79,7.67,43.34,1.464,Freestyle,Medium,Medium
A005,S004,SENS04,160,31.45,4.83,4.39,40.02,1.458,Freestyle,Medium,Medium
A005,S004,SENS04,161,21.1,4.04,17.14,37.38,1.438,Freestyle,Medium,Good
A005,S004,SENS04,162,28.86,3.34,4.78,39.14,1.458,Freestyle,Medium,Medium
A005,S004,SENS04,163,22.47,0.44,9.44,36.03,1.512,Freestyle,Medium,Good
A005,S004,SENS04,164,13.7,9.24,3.32,39.69,1.432,Freestyle,Medium,Bad
A005,S004,SENS04,165,23.09,9.0,6.39,39.38,1.474,Freestyle,Medium,Medium
A005,S004,SENS04,166,28.95,3.96,14.14,38.74,1.395,Freestyle,Medium,Medium
A005,S004,SENS04,167,19.29,7.32,6.7,41.39,1.43,Freestyle,Medium,Good
A005,S004,SENS04,168,28.7,0.58,24.66,41.27,1.474,Freestyle,Medium,Bad
A005,S004,SENS04,169,11.59,4.65,12.8,38.34,1.406,Freestyle,Medium,Medium
A005,S004,SENS04,170,24.02,3.23,12.98,40.09,1.454,Freestyle,Medium,Good
A005,S004,SENS04,171,25.79,5.05,12.56,39.53,1.427,Freestyle,Medium,Good
A005,S004,SENS04,172,17.83,0.59,18.41,34.76,1.434,Freestyle,Medium,Bad
A005,S004,SENS04,173,28.67,8.15,4.89,39.37,1.476,Freestyle,Medium,Medium
A005,S004,SENS04,174,18.22,6.54,11.08,38.15,1.492,Freestyle,Medium,Good
A005,S004,SENS04,175,11.36,6.28,3.9,42.95,1.394,Freestyle,Medium,Medium
A005,S004,SENS04,176,21.69,5.65,10.58,39.75,1.446,Freestyle,Medium,Good
A005,S004,SENS04,177,15.18,9.99,12.51,37.64,1.536,Freestyle,Medium,Medium
A005,S004,SENS04,178,10.34,6.85,15.06,35.34,1.469,Freestyle,Medium,Medium
A005,S004,SENS04,179,13.57,1.87,11.84,35.58,1.465,Freestyle,Medium,Medium
A005,S004,SENS04,180,25.26,0.87,0.41,41.04,1.536,Freestyle,Medium,Bad
A005,S004,SENS04,181,31.33,2.31,2.0,42.73,1.462,Freestyle,Medium,Bad
A005,S004,SENS04,182,13.44,9.97,11.93,39.27,1.467,Freestyle,Medium,Medium
A005,S004,SENS04,183,26.96,3.14,9.13,39.88,1.4,Freestyle,Medium,Good
A005,S004,SENS04,184,21.74,0.09,14.69,37.01,1.424,Freestyle,Medium,Medium
A005,S004,SENS04,185,11.97,9.69,6.42,36.62,1.44,Freestyle,Medium,Bad
A005,S004,SENS04,186,22.04,6.47,5.73,40.57,1.439,Freestyle,Medium,Good
A005,S004,SENS04,187,21.79,2.09,19.81,43.6,1.544,Freestyle,Medium,Medium
A005,S004,SENS04,188,26.79,7.51,9.43,37.83,1.448,Freestyle,Medium,Medium
A005,S004,SENS04,189,8.88,7.4,10.37,36.03,1.481,Freestyle,Medium,Medium
A005,S004,SENS04,190,30.16,2.79,-4.26,37.68,1.479,Freestyle,Medium,Bad
A005,S004,SENS04,191,17.84,-0.83,7.62,43.91,1.487,Freestyle,Medium,Medium
A005,S004,SENS04,192,19.2,8.34,4.25,37.69,1.474,Freestyle,Medium,Medium
A005,S004,SENS04,193,21.5,3.68,6.74,37.41,1.405,Freestyle,Medium,Good
A005,S004,SENS04,194,16.6,5.84,9.71,39.64,1.329,Freestyle,Medium,Good
A005,S004,SENS04,195,27.54,1.19,5.34,42.55,1.436,Freestyle,Medium,Medium
A005,S004,SENS04,196,14.99,2.02,11.02,42.19,1.436,Freestyle,Medium,Medium
A005,S004,SENS04,197,28.13,7.68,19.36,36.35,1.448,Freestyle,Medium,Bad
A005,S004,SENS04,198,20.26,13.19,4.37,34.98,1.529,Freestyle,Medium,Bad
A005,S004,SENS04,199,34.68,4.9,2.77,37.96,1.395,Freestyle,Medium,Bad
A005,S004,SENS04,200,27.38,3.65,6.25,40.87,1.414,Freestyle,Medium,Medium
A005,S004,SENS04,201,23.93,9.68,16.76,41.26,1.533,Freestyle,Medium,Medium
A005,S004,SENS04,202,18.58,4.6,10.57,41.46,1.501,Freestyle,Medium,Good
A005,S004,SENS04,203,15.44,3.12,5.72,38.8,1.517,Freestyle,Medium,Medium
A005,S004,SENS04,204,31.5,-1.62,13.19,42.42,1.414,Freestyle,Medium,Medium
A005,S004,SENS04,205,20.14,2.63,13.36,38.58,1.512,Freestyle,Medium,Good
A005,S004,SENS04,206,13.8,6.57,5.85,35.81,1.451,Freestyle,Medium,Medium
A005,S004,SENS04,207,33.6,8.88,6.98,43.16,1.472,Freestyle,Medium,Bad
A005,S004,SENS04,208,21.18,2.67,-0.26,39.64,1.434,Freestyle,Medium,Medium
A005,S004,SENS04,209,35.98,7.7,17.99,38.74,1.461,Freestyle,Medium,Bad
A005,S004,SENS04,210,28.3,12.74,7.42,39.77,1.454,Freestyle,Medium,Bad
A005,S004,SENS04,211,21.09,0.7,11.42,37.55,1.353,Freestyle,High,Medium
A005,S004,SENS04,212,22.58,3.46,18.88,39.71,1.314,Freestyle,High,Medium
A005,S004,SENS04,213,12.71,3.67,12.74,42.02,1.467,Freestyle,High,Medium
A005,S004,SENS04,214,18.95,7.05,6.14,38.19,1.47,Freestyle,High,Medium
A005,S004,SENS04,215,26.36,4.12,15.42,37.61,1.451,Freestyle,High,Medium
A005,S004,SENS04,216,16.99,4.0,8.44,37.86,1.409,Freestyle,High,Good
A005,S004,SENS04,217,16.83,8.72,3.95,37.12,1.423,Freestyle,High,Bad
A005,S004,SENS04,218,14.87,6.8,17.42,41.6,1.339,Freestyle,High,Bad
A005,S004,SENS04,219,15.56,2.96,2.53,41.69,1.396,Freestyle,High,Bad
A005,S004,SENS04,220,24.85,12.12,7.37,38.13,1.409,Freestyle,High,Bad
A005,S004,SENS04,221,16.53,3.13,2.14,42.17,1.426,Freestyle,High,Medium
A005,S004,SENS04,222,17.21,3.92,10.23,41.31,1.453,Freestyle,High,Good
A005,S004,SENS04,223,19.43,3.47,10.41,38.85,1.556,Freestyle,High,Good
A005,S004,SENS04,224,24.43,3.44,7.38,38.48,1.364,Freestyle,High,Medium
A005,S004,SENS04,225,29.45,4.19,3.1,32.89,1.541,Freestyle,High,Bad
